;tweetid;emoji;stance;emotion;toxic_multi
5132;1443309352773767169;['🌏'];believe;[0, 1, 0, 0, 0, 0, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5133;1425068678979141634;['👇', '😆', '👀'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 1, 0]
5134;1494629387865571331;['🤪'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5136;1422126830987927553;['👈'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5137;1440591034405163010;['🌏', '👏', '⏩', '🎉'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5138;1441488878729265159;['🙌'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5140;1445044659126931468;['7⃣'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5141;1430822620602187776;['🇮🇳', '📌', '🇺🇳'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5142;1440762415361126404;['📣'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5145;1443422521542463488;['🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5146;1427120505539031040;['🤦🏾\u200d♂️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5147;1425248630848593925;['🤯'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5148;1440610581019381765;['🌍'];believe;[1, 1, 1, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5149;1442848524744413184;['👉', '🆘'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5150;1559255814371545088;['😂'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 1, 0, 0, 1, 0]
5151;1497036478181953537;['😁'];deny;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 1, 0, 0, 1, 0]
5152;1425883218096578561;['⤵️', '👀'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5153;1443968961268248581;['🚄'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5154;1427926318805618691;['✔️', '🌍'];ambiguous;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5155;1427555563072798721;['🌎', '🚨'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5156;1424913539404210179;['😡'];believe;[1, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5157;1422140877233868800;['🤔'];believe;[1, 0, 1, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5158;1561092384691298305;['✈️'];deny;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5159;1429029063788843010;['🎶'];ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5160;1428342182252007429;['🌱'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5162;1439632342134444033;['😎'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5167;1429472712515362823;['🌍'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5168;1439576632948318218;['⚽', '🌍', '🌱'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5169;1430720926547468294;['💚', '🌿', '🐒', '❤', '🌳'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5170;1421109260822487043;['☂'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5171;1563624473521422336;['👇'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5172;1420895759445069825;['🤥'];ambiguous;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 1, 0, 0, 1, 0]
5173;1429812874948530180;['\U0001f7e2'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5175;1424676841349025792;['🌎', '✊'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5176;1435617258127122440;['🙄'];deny;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5177;1440996835150245891;['😬'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5179;1436650814672605187;['👏🏻', '🌹'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5180;1454769275282075651;['💯'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5181;1428346773916028930;['💻', '🤝', '📢'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5182;1424695732116787200;['🔥'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5183;1426582565889003523;['🌞', '🔥'];believe;[1, 0, 1, 0, 0, 1, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5186;1422256058580471808;['👇'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5188;1424052723385880577;['🌎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5190;1424262569691279361;['😰'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5191;1444033951442550784;['🗓'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5192;1435166028007362563;['😊'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5193;1441508779896410113;['📢'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5194;1430496469979697156;['😉'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5195;1433466295253716997;['🇺🇸', '👊🏾'];ambiguous;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 1, 0, 0, 0, 0]
5196;1433437180249137157;['👉'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5197;1430432712976998402;['📗'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5198;1420815509633777674;['👇🏾', '🤘🏻'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5199;1567754981377470466;['🇪🇺'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5204;1430937412549545989;['🌳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5205;1423572529881526274;['💚'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5207;1442904974346784771;['📅', '🎙'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5208;1423653084702543874;['👉'];believe;[0, 0, 0, 0, 0, 1, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5209;1438513461290434564;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5210;1426449669316562944;['😊', '🤔'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5211;1436323426868899852;['🇨🇦', '🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5212;1425175430546472962;['👇'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5213;1433826416945209361;['📖'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5214;1425767425795100675;['👏', '🤔'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5216;1429854642951888897;['🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5219;1454930028672610318;['🌎'];believe;[0, 0, 0, 1, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5220;1421315266152120321;['👏'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5221;1425704167880937474;['👇'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5223;1439975138456268802;['👎', '👍'];believe;[1, 0, 0, 1, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5224;1428085168678621200;['‼️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5225;1514306533487693828;['🤭'];deny;[1, 0, 1, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5226;1425185856193634309;['👇'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5228;1441643909092978688;['🤝'];believe;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5230;1423333016307339271;['🇬🇷'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5231;1424821243614662661;['🌍', '😍'];believe;[0, 0, 1, 0, 1, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5234;1432735974274990080;['🌊'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5235;1438093774773575686;['🐄', '🏡'];believe;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5236;1445363584196915201;['🌬️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5238;1430436484390207491;['📗'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5239;1441341646386368512;['🌿', '🌷'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[1, 0, 1, 1, 0, 1, 0, 0]
5240;1421109483128950791;['👇', '1️⃣'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5241;1428457967029039107;['⛈️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5242;1423826282144485376;['✅'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5243;1570090433967161345;['😍'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5244;1428405174838628354;['📞'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5245;1486342185607995392;['😂'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
5246;1424889870690897920;['🖤', '📷'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5247;1426201109631209475;['🇨🇦', '🗨️', '🇫🇷'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5248;1442553256786333701;['📅', '🎙'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5250;1432042549938692101;['🧵'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5251;1443891871982424070;['🇮🇩', '🇺🇾'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5252;1422492441874157569;['📸', '🌳'];ambiguous;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5253;1456012447329013763;['😒'];deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5254;1554623351947251713;['🌐', '🎴'];deny;[0, 0, 0, 1, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5255;1425101770607431682;['📄'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5256;1439783131071057921;['🐦', '🐣'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5257;1422682019713138691;['⤵️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5259;1427006747860881409;['🎸', '👏🏻', '🙏🏼'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5260;1427220114395500547;['🏆', '🌎'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5261;1424979336000507913;['🎥'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5262;1422624032655134722;['😢'];ambiguous;[1, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5263;1433516372785516544;['😀', '🧱'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5264;1428474517207330824;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5265;1443664910265769989;['🍁'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5266;1429533448876695557;['🥂'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5268;1447383278244139013;['🤡'];deny;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
5269;1442731724371161091;['🌲'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5271;1431740024962310156;['💗'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5272;1433641148602593280;['🎧'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5274;1429507882161213444;['⚠️', '\U0001f7e5'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5275;1422728531289812995;['👏🏾'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5277;1438647109964599297;['👀'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5279;1440676254722629634;['🤝', '🌎', '🌳'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5282;1444926904109346817;['🤩', '🥾'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5283;1440607194236407808;['😘', '👇'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5284;1423906437785214978;['🙌'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5285;1441046695538610177;['👇'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5286;1430216190199279619;['☮'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5287;1441222547152855045;['👍'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5288;1431002584572174342;['🌍', '✊'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 1, 0, 0, 0, 0, 0, 0]
5289;1574707675048321024;['🤔'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5290;1446065003375833089;['🇳🇱', '🇪🇺'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5291;1555393280606715904;['😉'];deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5294;1443070556698464262;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5296;1457180781042937862;['📣'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5297;1433778327140012033;['❤️', '😂'];believe;[0, 1, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5299;1421143042422157318;['🙌', '📢'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5301;1441387089803702284;['🇵🇷'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5304;1435210687962304516;['🌏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5310;1523550017747042304;['🤔'];deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5311;1425030374242111500;['🤔'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5312;1442560953975980038;['📅', '🎙'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5314;1451357424602992641;['🤣'];deny;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
5315;1432749745743691776;['🧵'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5316;1433366482294038532;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5317;1444936655085916160;['➡️', '📣', '💶'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5318;1433493671157063686;['😎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5320;1424480968853786624;['😂'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5321;1429554632884424715;['🇨🇦', '🇩🇪'];believe;[1, 1, 1, 1, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5325;1445481508479782925;['💪', '🌎', '♥️'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5328;1434759266372489222;['⚡'];believe;[0, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5330;1424982001866715150;['🌍', '🚨'];ambiguous;[1, 0, 1, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5331;1427988446862143491;['🔸'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5332;1423369175595110400;['👏'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5333;1441047507862179840;['👏'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5334;1428246959274569728;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5335;1429739848374525952;['🎥', '🌱'];believe;[1, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
5336;1445001410110795780;['❄️'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5337;1423366555098812419;['😂', '😬'];ambiguous;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[1, 0, 0, 0, 1, 0, 1, 0]
5340;1559349181671677952;['😜'];deny;[0, 1, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5342;1433968624356577280;['💯', '‼️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5344;1434793504274882566;['☕'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5345;1427657846712381446;['🇩🇪'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5346;1429582698847342599;['👇', '🐮', '💔'];believe;[0, 0, 0, 0, 0, 1, 0, 1, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
5348;1424827397099204610;['🌳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5349;1440610658525929477;['🤔'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5350;1426589936703180800;['🗓️', '🔔'];ambiguous;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5351;1443923278159126532;['🙏🏻', '‼️'];believe;[0, 0, 0, 0, 0, 1, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5352;1433189657118973952;['👋'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5354;1441367473849356288;['💪🏼'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5355;1568528077579321345;['😂'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5356;1426655316788191240;['💔', '😭', '🙏🏼'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5358;1435574030837428225;['💪'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5359;1428482247984877572;['🌏', '🌍', '🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5360;1432056958123745281;['🥔', '😊'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5363;1574676879113687041;['🛑'];deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5365;1426158000151035908;['🌎', '🌱'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5367;1423685443669962764;['👍'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5370;1425023458908557316;['❗'];believe;[0, 1, 0, 1, 0, 0, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
5372;1428268526796693505;['📷'];ambiguous;[0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0]
5373;1516032128483532803;['😜'];deny;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5378;1445735340107567109;['🌏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5379;1425015230107504645;['🙌'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5380;1432729379772194823;['🇮🇸', '🇱🇮', '🇳🇴'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5381;1446226904328069122;['👇'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5382;1426037815196884994;['🇨🇦'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5384;1434165062634201089;['🙌'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5385;1428647208258351106;['👇🏻'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
5386;1446523767266713601;['💕'];believe;[0, 1, 0, 0, 1, 1, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
